"ID_LUID","x","y","Area.1000ha"
1197,-67,59,596.39
1198,-65,59,2111.52
1199,-63,59,834.04
1200,-45,59,21.67
1201,-43,59,17.34
1202,-7,59,153.9776
1203,-5,59,411.71846
1204,-3,59,305.9924248
1205,5,59,290.4861296
1206,7,59,2252.004051
1207,9,59,1685.231889
1208,11,59,1341.602453
1209,13,59,1944.674519
1210,15,59,2248.62794
1211,17,59,1675.509162
1212,19,59,348.1778125
1213,21,59,13.5904
1214,23,59,607.8272889
1215,25,59,1788.23932
1216,27,59,1551.706125
1217,29,59,2352.801328
1218,31,59,2401.276537
1219,33,59,2552.767281
1220,35,59,2552.790614
1221,37,59,2454.488146
1222,39,59,2171.607394
1223,41,59,2552.805518
1224,43,59,2552.778428
1225,45,59,2552.796424
1226,47,59,2552.767394
1227,49,59,2552.766377
1228,51,59,2552.784383
1229,53,59,2552.797779
1230,55,59,2521.498885
1231,57,59,2316.988165
1232,59,59,2096.57768
1233,61,59,2552.824749
1234,63,59,2552.827874
1235,65,59,2552.83518
1236,67,59,2552.735485
1237,69,59,2552.739022
1238,71,59,2552.762959
1239,73,59,2552.800219
1240,75,59,2552.718937
1241,77,59,2552.864081
1242,79,59,2552.886324
1243,81,59,2552.734684
1244,83,59,2552.753839
1245,85,59,2552.805068
1246,87,59,2552.824704
1247,89,59,2552.777825
1248,91,59,2552.78
1249,93,59,2512.036734
1250,95,59,2521.08
1251,97,59,2507.46
1252,99,59,2516.77
1253,101,59,2494.59
1254,103,59,2507.93
1255,105,59,2552.82
1256,107,59,2552.84
1257,109,59,2552.735635
1258,111,59,2552.74
1259,113,59,2552.73
1260,115,59,2552.8
1261,117,59,2552.91
1262,119,59,2552.81
1263,121,59,2552.81
1264,123,59,2552.85
1265,125,59,2552.8
1266,127,59,2552.84
1267,129,59,2552.8
1268,131,59,2552.76
1269,133,59,2552.79
1270,135,59,2552.8
1271,137,59,2552.86
1272,139,59,2552.87
1273,141,59,2073.89
1274,143,59,910.26218
1275,145,59,769.46
1276,147,59,835.46
1277,149,59,582.15
1278,151,59,727.86
1279,153,59,1161.51
1280,155,59,289.12
1281,159,59,581.69
1282,161,59,2148.68
1283,163,59,1102.45
1284,165,59,176.49
1285,167,59,30.334342
1286,171,59,8.67
1287,-171,57,4.66
1288,-161,57,95.61
1289,-159,57,967.41
1290,-157,57,1142.36
1291,-155,57,389.13
1292,-153,57,671.25
1293,-137,57,64.3
1294,-135,57,1129.77
1295,-133,57,1312.41
1296,-131,57,2326.71
1297,-129,57,2618.98
1298,-127,57,2657.92
1299,-125,57,2667.27
1300,-123,57,2699.433644
1301,-121,57,2699.490992
1302,-119,57,2699.490245
1303,-117,57,2694.778151
1304,-115,57,2690.057628
1305,-113,57,2689.917241
1306,-111,57,2675.616191
1307,-109,57,2476.49835
1308,-107,57,2513.93
1309,-105,57,2652.46
1310,-103,57,2102.94
1311,-101,57,2466.373818
1312,-99,57,2433.572025
1313,-97,57,2558.44
1314,-95,57,2694.77
1315,-93,57,2292.78
1316,-91,57,1568.07
1317,-89,57,1065.9
1318,-87,57,66.93
1319,-79,57,148.03
1320,-77,57,824.65
1321,-75,57,2536.98
1322,-73,57,2549.02
1323,-71,57,2652.69
1324,-69,57,2543.89
1325,-67,57,2572.51
1326,-65,57,2637.48
1327,-63,57,2582.18
1328,-61,57,391.14
1329,-7,57,279.6454505
1330,-5,57,2217.982674
1331,-3,57,1740.090726
1332,-1,57,27.7440206
1333,9,57,1284.117524
1334,11,57,568.6776938
1335,13,57,2169.337029
1336,15,57,2490.850489
1337,17,57,638.6041183
1338,19,57,286.5883935
1339,21,57,813.2981861
1340,23,57,1804.440133
1341,25,57,2468.281701
1342,27,57,2685.48114
1343,29,57,2681.088753
1344,31,57,2689.989748
1345,33,57,2648.17337
1346,35,57,2694.90721
1347,37,57,2657.088711
1348,39,57,2680.918981
1349,41,57,2612.087765
1350,43,57,2568.817197
1351,45,57,2699.513963
1352,47,57,2680.392258
1353,49,57,2694.754666
1354,51,57,2699.535226
1355,53,57,2699.553629
1356,55,57,2699.512856
1357,57,57,2681.171406
1358,59,57,2648.993346
1359,61,57,2699.403726
1360,63,57,2699.511196
1361,65,57,2699.538936
1362,67,57,2699.469496
1363,69,57,2699.509525
1364,71,57,2657.04018
1365,73,57,2699.59867
1366,75,57,2699.486489
1367,77,57,2699.486149
1368,79,57,2699.515471
1369,81,57,2699.520049
1370,83,57,2699.551953
1371,85,57,2699.531561
1372,87,57,2699.555242
1373,89,57,2699.484359
1374,91,57,2699.495573
1375,93,57,2699.518171
1376,95,57,2699.609576
1377,97,57,2699.537138
1378,99,57,2699.516925
1379,101,57,2699.498498
1380,103,57,2699.485959
1381,105,57,2699.55
1382,107,57,2699.533083
1383,109,57,2699.45
1384,111,57,2699.63
1385,113,57,2699.49
1386,115,57,2699.470811
1387,117,57,2699.6
1388,119,57,2699.64
1389,121,57,2699.5
1390,123,57,2699.45
1391,125,57,2699.58
1392,127,57,2699.46
1393,129,57,2699.58
1394,131,57,2699.53
1395,133,57,2699.39
1396,135,57,2699.52
1397,137,57,2613.31
1398,139,57,1198.85
1399,141,57,73.5
1400,155,57,81.132905
1401,157,57,1931.17
1402,159,57,2694.98
1403,161,57,2699.45
1404,163,57,1152.87
1405,-167,55,5.03
1406,-165,55,274.08
1407,-163,55,492.6
1408,-161,55,612.18
1409,-159,55,155.44
1410,-155,55,14.53
1411,-135,55,4.84
1412,-133,55,812.65
1413,-131,55,1233.97
1414,-129,55,2650.746632
1415,-127,55,2730.21
1416,-125,55,2668.802643
1417,-123,55,2833.004203
1418,-121,55,2817.895329
1419,-119,55,2842.930825
1420,-117,55,2833.132091
1421,-115,55,2706.156141
1422,-113,55,2808.370454
1423,-111,55,2793.662844
1424,-109,55,2652.086905
1425,-107,55,2552.36928
1426,-105,55,2488.40494
1427,-103,55,2615.24951
1428,-101,55,2506.6027
1429,-99,55,2712.923871
1430,-97,55,2565.493818
1431,-95,55,2599.718601
1432,-93,55,2732.91
1433,-91,55,2828.06
1434,-89,55,2799.29
1435,-87,55,2658.93
1436,-85,55,1904.25
1437,-83,55,1400.49
1438,-79,55,928.73
1439,-77,55,2370.47
1440,-75,55,2808.39
1441,-73,55,2670.56
1442,-71,55,2728.69
1443,-69,55,2712.97
1444,-67,55,2540.75
1445,-65,55,2380.59
1446,-63,55,2649.17
1447,-61,55,2418.31
1448,-59,55,1292.41
1449,-57,55,205.04
1450,-11,55,10.05
1451,-9,55,615.7551991
1452,-7,55,1662.629339
1453,-5,55,1058.874275
1454,-3,55,2320.058976
1455,-1,55,1057.058437
1456,9,55,1778.451636
1457,11,55,1135.27699
1458,13,55,1195.599556
1459,15,55,281.6227068
1460,17,55,867.3467634
1461,19,55,692.2863377
1462,21,55,1895.186522
1463,23,55,2842.887424
1464,25,55,2842.921146
1465,27,55,2828.230836
1466,29,55,2842.949521
1467,31,55,2842.963187
1468,33,55,2842.959893
1469,35,55,2842.934361
1470,37,55,2842.922601
1471,39,55,2842.91447
1472,41,55,2842.905063
1473,43,55,2842.908601
1474,45,55,2842.898443
1475,47,55,2842.912984
1476,49,55,2438.050607
1477,51,55,2749.895968
1478,53,55,2838.056429
1479,55,55,2842.938381
1480,57,55,2612.427686
1481,59,55,2344.858146
1482,61,55,2843.027047
1483,63,55,2842.948419
1484,65,55,2842.895431
1485,67,55,2813.84138
1486,69,55,2822.82606
1487,71,55,2832.960611
1488,73,55,2842.942198
1489,75,55,2842.929907
1490,77,55,2599.962015
1491,79,55,2793.66404
1492,81,55,2788.049531
1493,83,55,2743.372425
1494,85,55,2842.923994
1495,87,55,2842.967549
1496,89,55,2842.911089
1497,91,55,2842.909323
1498,93,55,2842.91549
1499,95,55,2842.965352
1500,97,55,2843
1501,99,55,2843.055656
1502,101,55,2842.970499
1503,103,55,2842.907053
1504,105,55,2842.94
1505,107,55,2842.95
1506,109,55,1879.87
1507,111,55,2842.913867
1508,113,55,2842.971461
1509,115,55,2842.992703
1510,117,55,2842.97
1511,119,55,2842.9
1512,121,55,2843
1513,123,55,2842.94448
1514,125,55,2842.96739
1515,127,55,2842.92359
1516,129,55,2843.01306
1517,131,55,2842.97877
1518,133,55,2842.89
1519,135,55,2595.17
1520,137,55,983.3295936
1521,139,55,185.99
1522,141,55,10.06
1523,143,55,105.593543
1524,155,55,467.95
1525,157,55,2842.99
1526,159,55,2843.01
1527,161,55,2022.851701
1528,163,55,9.94
1529,165,55,14.72
1530,167,55,98.71
1531,-177,53,10.54
1532,-175,53,89.59
1533,-173,53,42.14
1534,-171,53,20.9
1535,-169,53,144.3
1536,-167,53,285.84
1537,-133,53,526.74
1538,-131,53,386.22
1539,-129,53,1357.5
1540,-127,53,2555.96192
1541,-125,53,2952.072052
1542,-123,53,2982.965071
1543,-121,53,2806.584717
1544,-119,53,2764.18
1545,-117,53,2809.322299
1546,-115,53,2926.592913
1547,-113,53,2915.305988
1548,-111,53,2977.755823
1549,-109,53,2977.809834
1550,-107,53,2967.429672
1551,-105,53,2962.225346
1552,-103,53,2957.516987
1553,-101,53,2439.177789
1554,-99,53,1597.813277
1555,-97,53,2154.304164
1556,-95,53,2798.547375
1557,-93,53,2879.66
1558,-91,53,2776.7
1559,-89,53,2937.13
1560,-87,53,2982.92
1561,-85,53,2977.65
1562,-83,53,2808.45
1563,-81,53,516.64
1564,-79,53,1208.612944
1565,-77,53,2817.36
1566,-75,53,2900.79
1567,-73,53,2936.15
1568,-71,53,2746.55
1569,-69,53,2772.37
1570,-67,53,2755.27
1571,-65,53,2581.49
1572,-63,53,2849.02
1573,-61,53,2828.35
1574,-59,53,2702.64
1575,-57,53,2631.09
1576,-55,53,167.02
1577,-11,53,62.73124
1578,-9,53,2378.017664
1579,-7,53,2435.875163
1580,-5,53,297.2491242
1581,-3,53,2446.818327
1582,-1,53,2921.820455
1583,1,53,1162.231656
1584,5,53,915.6334179
1585,7,53,2238.678283
1586,9,53,2697.692612
1587,11,53,2962.546885
1588,13,53,2967.658198
1589,15,53,2870.817435
1590,17,53,2962.292881
1591,19,53,2972.757648
1592,21,53,2952.385918
1593,23,53,2982.891199
1594,25,53,2982.923842
1595,27,53,2982.909296
1596,29,53,2982.927419
1597,31,53,2982.902283
1598,33,53,2982.835296
1599,35,53,2982.890407
1600,37,53,2982.916397
1601,39,53,2982.919191
1602,41,53,2982.863391
1603,43,53,2982.895527
1604,45,53,2977.788387
1605,47,53,2977.623766
1606,49,53,2839.766611
1607,51,53,2982.866675
1608,53,53,2982.953962
1609,55,53,2982.909758
1610,57,53,2916.541284
1611,59,53,2952.23951
1612,61,53,2982.928343
1613,63,53,2982.933373
1614,65,53,2982.946663
1615,67,53,2982.981123
1616,69,53,2982.891745
1617,71,53,2972.690489
1618,73,53,2828.845266
1619,75,53,2962.111102
1620,77,53,2982.892888
1621,79,53,2884.444325
1622,81,53,2972.676633
1623,83,53,2982.930614
1624,85,53,2982.930618
1625,87,53,2982.821206
1626,89,53,2982.911125
1627,91,53,2982.974684
1628,93,53,2983.052913
1629,95,53,2961.860186
1630,97,53,2982.872458
1631,99,53,2982.9
1632,101,53,2983.041719
1633,103,53,2983.039982
1634,105,53,2798.537272
1635,107,53,2090.228125
1636,109,53,2425.464778
1637,111,53,2982.946521
1638,113,53,2982.915743
1639,115,53,2983.05861
1640,117,53,2983.013199
1641,119,53,2982.80629
1642,121,53,2983.013706
1643,123,53,2982.977036
1644,125,53,2983.012113
1645,127,53,2982.872267
1646,129,53,2982.86282
1647,131,53,2982.95893
1648,133,53,2983.03818
1649,135,53,2982.85587
1650,137,53,2733.249199
1651,139,53,2757.55777
1652,141,53,1669.468478
1653,143,53,1399.286861
1654,155,53,15.260406
1655,157,53,2715.860542
1656,159,53,1635.61
1657,161,53,5.14
1658,173,53,78.24
1659,177,53,5.27
1660,-179,51,26.63
1661,-177,51,127.86
1662,-129,51,102.75
1663,-127,51,2074.32852
1664,-125,51,2191.26678
1665,-123,51,2742.261843
1666,-121,51,3097.140547
1667,-119,51,2946.072769
1668,-117,51,2654.63324
1669,-115,51,3064.991739
1670,-113,51,3119.20089
1671,-111,51,3119.210482
1672,-109,51,3119.207281
1673,-107,51,3119.30928
1674,-105,51,3033.596395
1675,-103,51,3108.551389
1676,-101,51,3097.899031
1677,-99,51,2465.31955
1678,-97,51,2552.611304
1679,-95,51,3059.532972
1680,-93,51,2868.61691
1681,-91,51,2939.67
1682,-89,51,2944.21
1683,-87,51,3043.12
1684,-85,51,3113.83
1685,-83,51,3119.25
1686,-81,51,2728.08
1687,-79,51,2627.912034
1688,-77,51,2928.59
1689,-75,51,2951.45
1690,-73,51,2821.15102
1691,-71,51,3022.23104
1692,-69,51,3076.2
1693,-67,51,2993.26
1694,-65,51,2668.57
1695,-63,51,2706.49
1696,-61,51,2723.5
1697,-59,51,1773.64
1698,-57,51,1762.31435
1699,-55,51,129.16
1700,-11,51,47.98006
1701,-9,51,527.4527692
1702,-7,51,21.31539105
1703,-5,51,818.7377719
1704,-3,51,1955.385947
1705,-1,51,1874.934688
1706,1,51,1236.110977
1707,3,51,1963.70638
1708,5,51,3012.44595
1709,7,51,3119.280872
1710,9,51,3119.358504
1711,11,51,3119.294231
1712,13,51,3119.24187
1713,15,51,3119.264233
1714,17,51,3119.204765
1715,19,51,3119.205087
1716,21,51,3119.278322
1717,23,51,3119.298369
1718,25,51,3119.258496
1719,27,51,3119.225854
1720,29,51,3119.257376
1721,31,51,3119.238332
1722,33,51,3119.254998
1723,35,51,3119.192922
1724,37,51,3119.232798
1725,39,51,3119.202715
1726,41,51,3119.245682
1727,43,51,3119.231017
1728,45,51,2955.611304
1729,47,51,2974.312269
1730,49,51,3119.228293
1731,51,51,3097.41205
1732,53,51,3113.856778
1733,55,51,3119.252241
1734,57,51,3119.280664
1735,59,51,3097.975559
1736,61,51,3113.83473
1737,63,51,3119.259782
1738,65,51,3080.724211
1739,67,51,3119.260941
1740,69,51,2882.884436
1741,71,51,3119.254185
1742,73,51,3119.22436
1743,75,51,3119.27808
1744,77,51,3119.199095
1745,79,51,3119.286491
1746,81,51,3119.318755
1747,83,51,3119.291988
1748,85,51,3119.163372
1749,87,51,3081.01162
1750,89,51,2895.653378
1751,91,51,2191.898933
1752,93,51,2182.76542
1753,95,51,2478.228305
1754,97,51,3108.087879
1755,99,51,2915.615354
1756,101,51,2750.101968
1757,103,51,3087.383569
1758,105,51,2459.131578
1759,107,51,3086.802898
1760,109,51,3119.293532
1761,111,51,3119.246914
1762,113,51,3058.694403
1763,115,51,2954.125767
1764,117,51,3119.217251
1765,119,51,3119.200793
1766,121,51,3119.363144
1767,123,51,3119.38004
1768,125,51,3119.330522
1769,127,51,3119.219107
1770,129,51,3119.200923
1771,131,51,3119.262327
1772,133,51,3119.20221
1773,135,51,3119.246356
1774,137,51,2983.034109
1775,139,51,3027.911495
1776,141,51,1105.918565
1777,143,51,2267.119088
1778,155,51,175.66
1779,157,51,878.18
1780,159,51,31.981948
1781,177,51,21.3
1782,179,51,53.46
1783,-127,49,367.36
1784,-125,49,1652.870601
1785,-123,49,2010.717911
1786,-121,49,3178.971606
1787,-119,49,3167.383922
1788,-117,49,3173.102688
1789,-115,49,3240.266323
1790,-113,49,3234.739304
1791,-111,49,3246.097208
1792,-109,49,3246.055454
1793,-107,49,3251.772679
1794,-105,49,3251.750855
1795,-103,49,3251.809138
1796,-101,49,3251.768022
1797,-99,49,3246.087218
1798,-97,49,3251.759317
1799,-95,49,2728.628328
1800,-93,49,2935.856893
1801,-91,49,3070.50806
1802,-89,49,2216.123666
1803,-87,49,2069.97
1804,-85,49,3206.29
1805,-83,49,3246.07547
1806,-81,49,3228.92846
1807,-79,49,3132.600749
1808,-77,49,3117.516953
1809,-75,49,3099.54656
1810,-73,49,3195.037057
1811,-71,49,3189.668568
1812,-69,49,2552.027569
1813,-67,49,2012.750695
1814,-65,49,1459.069011
1815,-63,49,654.24
1816,-61,49,50.56
1817,-59,49,655.00436
1818,-57,49,2931.325389
1819,-55,49,2292.332316
1820,-53,49,386.66
1821,-5,49,274.4114447
1822,-3,49,1086.141074
1823,-1,49,2055.697313
1824,1,49,3040.279444
1825,3,49,3251.802449
1826,5,49,3251.749844
1827,7,49,3251.789691
1828,9,49,3251.769418
1829,11,49,3251.694257
1830,13,49,3251.771514
1831,15,49,3251.769586
1832,17,49,3251.77344
1833,19,49,3251.724712
1834,21,49,3251.684085
1835,23,49,3251.706408
1836,25,49,3251.773097
1837,27,49,3251.773489
1838,29,49,3251.775185
1839,31,49,3223.914005
1840,33,49,3055.173558
1841,35,49,3228.833776
1842,37,49,3251.79449
1843,39,49,3251.763415
1844,41,49,3251.730974
1845,43,49,3080.460776
1846,45,49,3156.220561
1847,47,49,3223.406582
1848,49,49,3200.773597
1849,51,49,3211.94069
1850,53,49,3251.7424
1851,55,49,3251.76962
1852,57,49,3251.725881
1853,59,49,2905.945138
1854,61,49,3251.769061
1855,63,49,3251.7525
1856,65,49,3235.06774
1857,67,49,3251.770672
1858,69,49,3235.07399
1859,71,49,3251.808307
1860,73,49,3251.740404
1861,75,49,3251.758542
1862,77,49,3240.513256
1863,79,49,2472.411432
1864,81,49,2449.630989
1865,83,49,2406.429093
1866,85,49,2967.10565
1867,87,49,2922.756759
1868,89,49,1902.963003
1869,91,49,1978.59314
1870,93,49,2855.73629
1871,95,49,2701.14996
1872,97,49,1770.67416
1873,99,49,1735.3113
1874,101,49,1107.71015
1875,103,49,1332.18059
1876,105,49,1185.588589
1877,107,49,1805.530325
1878,109,49,2913.68277
1879,111,49,2287.85729
1880,113,49,2199.038659
1881,115,49,2970.812015
1882,117,49,3070.851194
1883,119,49,3251.825228
1884,121,49,3251.578164
1885,123,49,3251.736474
1886,125,49,3251.762829
1887,127,49,3251.778266
1888,129,49,3251.713901
1889,131,49,3251.758768
1890,133,49,3251.746633
1891,135,49,3251.773247
1892,137,49,3078.488645
1893,139,49,3177.20868
1894,141,49,477.0416075
1895,143,49,1825.720767
1896,145,49,95.20740186
1897,155,49,56.1
1898,-125,47,331.4431212
1899,-123,47,3017.923742
1900,-121,47,3351.085572
1901,-119,47,3357.216736
1902,-117,47,3374.533763
1903,-115,47,3334.061271
1904,-113,47,3380.286317
1905,-111,47,3362.693831
1906,-109,47,3380.36649
1907,-107,47,3241.370762
1908,-105,47,3380.321054
1909,-103,47,3380.295951
1910,-101,47,3380.343852
1911,-99,47,3380.301017
1912,-97,47,3380.30254
1913,-95,47,3223.283746
1914,-93,47,3291.740376
1915,-91,47,2168.664415
1916,-89,47,1767.961796
1917,-87,47,1021.763984
1918,-85,47,1869.939694
1919,-83,47,3082.780462
1920,-81,47,3315.255184
1921,-79,47,3192.173349
1922,-77,47,3327.825764
1923,-75,47,3321.28983
1924,-73,47,3308.85817
1925,-71,47,3134.545041
1926,-69,47,3246.637257
1927,-67,47,3362.932095
1928,-65,47,1972.530079
1929,-63,47,380.6519831
1930,-61,47,599.2947452
1931,-59,47,416.72799
1932,-57,47,601.73
1933,-55,47,935.28
1934,-53,47,857.93557
1935,-5,47,57.86654926
1936,-3,47,741.8915151
1937,-1,47,3065.197945
1938,1,47,3380.35056
1939,3,47,3380.334618
1940,5,47,3380.263677
1941,7,47,3184.267331
1942,9,47,3150.402177
1943,11,47,3221.16346
1944,13,47,3357.082784
1945,15,47,3380.402341
1946,17,47,3304.292728
1947,19,47,3362.641674
1948,21,47,3380.320605
1949,23,47,3380.378842
1950,25,47,3380.31242
1951,27,47,3380.342959
1952,29,47,3380.356244
1953,31,47,2608.244723
1954,33,47,3083.519041
1955,35,47,2635.334378
1956,37,47,1940.113216
1957,39,47,2897.412646
1958,41,47,3356.810264
1959,43,47,3170.6266
1960,45,47,3374.479271
1961,47,47,3380.320362
1962,49,47,2987.658782
1963,51,47,1757.49687
1964,53,47,2390.6932
1965,55,47,3380.38279
1966,57,47,3380.3315
1967,59,47,3285.30603
1968,61,47,2833.44356
1969,63,47,3380.352235
1970,65,47,3374.48051
1971,67,47,3380.33868
1972,69,47,3380.34942
1973,71,47,3380.32718
1974,73,47,3273.195698
1975,75,47,2769.7829
1976,77,47,3101.96431
1977,79,47,3027.193258
1978,81,47,2428.281384
1979,83,47,1848.696586
1980,85,47,1654.389694
1981,87,47,2708.612095
1982,89,47,2912.887736
1983,91,47,2064.741177
1984,93,47,2514.13066
1985,95,47,3327.27911
1986,97,47,2533.26953
1987,99,47,2853.7138
1988,101,47,2165.85838
1989,103,47,1408.24354
1990,105,47,2423.92602
1991,107,47,2400.18223
1992,109,47,2737.55438
1993,111,47,3299.29997
1994,113,47,3380.414394
1995,115,47,3380.322241
1996,117,47,3316.669856
1997,119,47,3380.33061
1998,121,47,3380.304856
1999,123,47,3380.355517
2000,125,47,3380.310902
2001,127,47,3380.308679
2002,129,47,3380.334906
2003,131,47,3380.508192
2004,133,47,3380.27049
2005,135,47,3380.344433
2006,137,47,3362.505852
2007,139,47,1013.60288
2008,141,47,82.98537186
2009,143,47,1191.054059
2010,151,47,11.783147
2011,153,47,17.59
2012,-125,45,73.78
2013,-123,45,3480.688741
2014,-121,45,3504.62398
2015,-119,45,3504.856469
2016,-117,45,3504.736874
2017,-115,45,3504.758952
2018,-113,45,3504.771052
2019,-111,45,3455.770626
2020,-109,45,3504.849886
2021,-107,45,3504.918286
2022,-105,45,3504.717099
2023,-103,45,3504.752566
2024,-101,45,3504.806185
2025,-99,45,3504.783265
2026,-97,45,3504.760471
2027,-95,45,3504.760965
2028,-93,45,3504.811305
2029,-91,45,3498.776461
2030,-89,45,3455.584682
2031,-87,45,1372.697528
2032,-85,45,2443.874704
2033,-83,45,955.9541745
2034,-81,45,1409.887783
2035,-79,45,3302.873061
2036,-77,45,3332.75296
2037,-75,45,3407.096799
2038,-73,45,3334.303573
2039,-71,45,3492.468291
2040,-69,45,3044.24257
2041,-67,45,1941.490637
2042,-65,45,2482.57647
2043,-63,45,1751.047447
2044,-61,45,692.5326207
2045,-59,45,12.01
2046,-1,45,2008.968645
2047,1,45,3504.847874
2048,3,45,3504.925454
2049,5,45,3504.775921
2050,7,45,3468.898535
2051,9,45,3043.257248
2052,11,45,3462.652896
2053,13,45,1343.424682
2054,15,45,2486.524579
2055,17,45,3504.696453
2056,19,45,3504.791119
2057,21,45,3504.756743
2058,23,45,3504.805614
2059,25,45,3504.792172
2060,27,45,3486.341963
2061,29,45,2237.950141
2062,31,45,42.02696045
2063,33,45,902.0575371
2064,35,45,1368.960434
2065,37,45,782.4397502
2066,39,45,3160.275207
2067,41,45,3504.806876
2068,43,45,3504.85671
2069,45,45,3504.776587
2070,47,45,2251.908798
2071,49,45,138.1075177
2072,51,45,1329.05536
2073,53,45,2945.10299
2074,55,45,3504.76836
2075,57,45,3504.76535
2076,59,45,920.24738
2077,61,45,1344.81203
2078,63,45,3504.775707
2079,65,45,3504.769383
2080,67,45,3314.142323
2081,69,45,3492.45818
2082,71,45,3504.753549
2083,73,45,3112.67929
2084,75,45,3296.52136
2085,77,45,3303.412864
2086,79,45,2278.183041
2087,81,45,1379.901791
2088,83,45,1853.713243
2089,85,45,2604.523295
2090,87,45,3202.701655
2091,89,45,3332.187275
2092,91,45,3029.200394
2093,93,45,2846.368689
2094,95,45,2650.843563
2095,97,45,2460.54522
2096,99,45,2907.44189
2097,101,45,3022.27045
2098,103,45,3315.49588
2099,105,45,3504.77
2100,107,45,3504.78
2101,109,45,3504.78895
2102,111,45,3504.7586
2103,113,45,3504.740508
2104,115,45,3504.818306
2105,117,45,3504.757019
2106,119,45,3504.770474
2107,121,45,3504.785092
2108,123,45,3504.826463
2109,125,45,3504.787036
2110,127,45,3504.668477
2111,129,45,3504.748312
2112,131,45,3504.924634
2113,133,45,3109.610654
2114,135,45,3381.543343
2115,137,45,1176.759604
2116,141,45,403.2599237
2117,143,45,1172.37726
2118,145,45,73.98042
2119,-125,43,636.83652
2120,-123,43,3612.283879
2121,-121,43,3593.125098
2122,-119,43,3612.406213
2123,-117,43,3606.074721
2124,-115,43,3625.062404
2125,-113,43,3599.708624
2126,-111,43,3593.491493
2127,-109,43,3625.010939
2128,-107,43,3618.692989
2129,-105,43,3624.956609
2130,-103,43,3625.121831
2131,-101,43,3624.980958
2132,-99,43,3624.967703
2133,-97,43,3625.019441
2134,-95,43,3625.028636
2135,-93,43,3624.989153
2136,-91,43,3625.050178
2137,-89,43,3593.921803
2138,-87,43,930.5252026
2139,-85,43,3624.988337
2140,-83,43,2729.386202
2141,-81,43,2382.130766
2142,-79,43,2364.352097
2143,-77,43,2546.704499
2144,-75,43,3600.021526
2145,-73,43,3593.6075
2146,-71,43,2507.299199
2147,-69,43,68.37989775
2148,-67,43,37.29401529
2149,-65,43,360.5348022
2150,-9,43,1175.325759
2151,-7,43,2823.071213
2152,-5,43,2585.494063
2153,-3,43,2429.087436
2154,-1,43,3282.486334
2155,1,43,3568.068272
2156,3,43,2512.142491
2157,5,43,1171.095549
2158,7,43,922.0061127
2159,9,43,546.4311342
2160,11,43,2156.666548
2161,13,43,3107.767262
2162,15,43,378.8923303
2163,17,43,1466.319384
2164,19,43,1929.176713
2165,21,43,3536.550856
2166,23,43,3606.43299
2167,25,43,3556.693811
2168,27,43,3403.224229
2169,29,43,323.7199244
2170,35,43,6.371825651
2171,39,43,217.6499735
2172,41,43,2109.991642
2173,43,43,3624.964755
2174,45,43,3624.954536
2175,47,43,2764.337273
2176,49,43,57.31440946
2177,51,43,673.74
2178,53,43,3047.1074
2179,55,43,3625.02
2180,57,43,3624.99
2181,59,43,3077.555874
2182,61,43,3283.069044
2183,63,43,3625.01
2184,65,43,3624.97
2185,67,43,3550.389465
2186,69,43,2479.539967
2187,71,43,2352.974264
2188,73,43,2743.231807
2189,75,43,1537.108936
2190,77,43,1261.373038
2191,79,43,1790.831291
2192,81,43,2879.996028
2193,83,43,1816.157877
2194,85,43,1841.644629
2195,87,43,1655.035788
2196,89,43,1514.800198
2197,91,43,2302.581567
2198,93,43,2307.88382
2199,95,43,2626.435079
2200,97,43,3267.722799
2201,99,43,3430.29
2202,101,43,2724.32623
2203,103,43,2939.53
2204,105,43,2830.6723
2205,107,43,3513.106228
2206,109,43,3524.702637
2207,111,43,3549.732362
2208,113,43,3624.955431
2209,115,43,3612.392933
2210,117,43,3587.293563
2211,119,43,3625.051801
2212,121,43,3624.92516
2213,123,43,3625.000851
2214,125,43,3625.037069
2215,127,43,3581.150864
2216,129,43,3624.847049
2217,131,43,2387.539226
2218,133,43,1962.819607
2219,135,43,828.719098
2220,139,43,95.33355246
2221,141,43,1674.751746
2222,143,43,2874.574619
2223,145,43,1005.278359
2224,147,43,6.22
2225,-125,41,370.7787399
2226,-123,41,3719.553498
2227,-121,41,3700.185086
2228,-119,41,3693.37188
2229,-117,41,3739.230842
2230,-115,41,3726.04053
2231,-113,41,3208.23765
2232,-111,41,3687.054665
2233,-109,41,3739.197038
2234,-107,41,3732.821764
2235,-105,41,3739.238221
2236,-103,41,3739.297645
2237,-101,41,3732.709346
2238,-99,41,3739.288518
2239,-97,41,3739.24698
2240,-95,41,3739.25941
2241,-93,41,3739.282039
2242,-91,41,3739.250136
2243,-89,41,3739.221267
2244,-87,41,3437.492664
2245,-85,41,3739.18009
2246,-83,41,3071.031284
2247,-81,41,3354.035801
2248,-79,41,3739.177902
2249,-77,41,3693.36862
2250,-75,41,3680.370465
2251,-73,41,1871.5365
2252,-71,41,745.653372
2253,-9,41,1408.621541
2254,-7,41,3739.041702
2255,-5,41,3719.859928
2256,-3,41,3726.016585
2257,-1,41,3739.125205
2258,1,41,2177.630323
2259,3,41,462.5473311
2260,9,41,1556.569541
2261,13,41,1087.346047
2262,15,41,2929.229485
2263,17,41,1512.865997
2264,19,41,1150.984947
2265,21,41,3687.123592
