ID_LUID,x,y,YEAR,share.CrpLnd,share.GrsLnd,share.NatLnd,share.MngFor,share.PriFor,share.OagLnd,share.WetLnd,share.NotRel,share.RstLnd,Area.1000ha
49,-71,81,2000,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
49,-71,81,2010,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
49,-71,81,2020,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
49,-71,81,2030,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
49,-71,81,2040,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
49,-71,81,2050,0,0,0.000877501,0,0,0,0,0.999122499,0,284.9
50,-69,81,2000,0,0,0,0,0,0,0,1,0,304.31
50,-69,81,2010,0,0,0,0,0,0,0,1,0,304.31
50,-69,81,2020,0,0,0,0,0,0,0,1,0,304.31
50,-69,81,2030,0,0,0,0,0,0,0,1,0,304.31
50,-69,81,2040,0,0,0,0,0,0,0,1,0,304.31
50,-69,81,2050,0,0,0,0,0,0,0,1,0,304.31
51,-67,81,2000,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
51,-67,81,2010,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
51,-67,81,2020,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
51,-67,81,2030,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
51,-67,81,2040,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
51,-67,81,2050,0,0,0.262670028,0,0,5.25E-05,0,0.737277454,0,380.82
52,-65,81,2000,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
52,-65,81,2010,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
52,-65,81,2020,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
52,-65,81,2030,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
52,-65,81,2040,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
52,-65,81,2050,0,0,0.515098468,0,0,0,0,0.484901532,0,365.6
53,-63,81,2000,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
53,-63,81,2010,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
53,-63,81,2020,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
53,-63,81,2030,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
53,-63,81,2040,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
53,-63,81,2050,0,0,0.796168654,0,0,0,0,0.203831346,0,322.08
54,-61,81,2000,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
54,-61,81,2010,0,0,0.837636592,0,0,0,0,0.162363408,0,413.64
