"PAS"	"113"	"629"	0.78148
"PAS"	"113"	"631"	1.00000
"PAS"	"113"	"632"	0.80162
"PAS"	"114"	"620"	0.98878
"PAS"	"114"	"621"	0.78616
"PAS"	"114"	"622"	0.79538
"PAS"	"114"	"623"	0.92339
"PAS"	"114"	"624"	0.92890
"PAS"	"114"	"626"	0.93397
"PAS"	"114"	"627"	0.78618
"PAS"	"115"	"618"	0.96691
"PAS"	"115"	"620"	1.00000
"PAS"	"115"	"621"	0.99316
"PAS"	"115"	"622"	0.74526
"PAS"	"115"	"623"	0.89438
"PAS"	"115"	"624"	0.87541
"PAS"	"115"	"626"	0.98778
"PAS"	"116"	"621"	0.98522
"PAS"	"116"	"622"	0.69172
"PAS"	"116"	"623"	0.84462
"PAS"	"117"	"620"	0.96272
"PAS"	"117"	"621"	0.71156
"PAS"	"117"	"622"	0.70458
"PAS"	"117"	"623"	0.65622
"PAS"	"118"	"621"	0.68744
"PAS"	"118"	"622"	0.67305
"PAS"	"119"	"621"	0.90512
"PAS"	"124"	"619"	0.76556
"PAS"	"127"	"617"	0.67529
"PAS"	"128"	"616"	0.64315
"PAS"	"131"	"611"	0.53497
"PAS"	"131"	"643"	0.55139
"PAS"	"132"	"608"	0.51709
"PDR"	"110"	"626"	0.00323
"PDR"	"110"	"641"	0.01986
"PDR"	"111"	"625"	0.10217
"PDR"	"112"	"623"	0.17384
"PDR"	"112"	"624"	0.02693
"PDR"	"112"	"625"	0.00387
"PDR"	"112"	"628"	0.16563
"PDR"	"112"	"629"	0.18523
"PDR"	"112"	"631"	0.14450
"PDR"	"112"	"632"	0.02276
"PDR"	"112"	"633"	0.02187
"PDR"	"113"	"620"	0.05171
"PDR"	"113"	"622"	0.20005
"PDR"	"113"	"626"	0.03577
"PDR"	"113"	"627"	0.02546
"PDR"	"113"	"628"	0.19854
"PDR"	"113"	"629"	0.20292
"PDR"	"113"	"632"	0.18980
"PDR"	"114"	"620"	0.01122
"PDR"	"114"	"621"	0.21384
"PDR"	"114"	"622"	0.20209
"PDR"	"114"	"623"	0.07661
"PDR"	"114"	"624"	0.07110
"PDR"	"114"	"626"	0.06603
"PDR"	"114"	"627"	0.21152
"PDR"	"115"	"618"	0.03309
"PDR"	"115"	"621"	0.00684
"PDR"	"115"	"622"	0.25360
"PDR"	"115"	"623"	0.10562
"PDR"	"115"	"624"	0.12459
"PDR"	"115"	"626"	0.01222
"PDR"	"116"	"621"	0.01478
"PDR"	"116"	"622"	0.26680
"PDR"	"116"	"623"	0.15538
"PDR"	"117"	"620"	0.03728
"PDR"	"117"	"621"	0.24541
"PDR"	"117"	"622"	0.24763
"PDR"	"117"	"623"	0.28138
"PDR"	"118"	"621"	0.25966
"PDR"	"118"	"622"	0.27257
"PDR"	"119"	"621"	0.09488
"PDR"	"124"	"619"	0.20100
"PDR"	"127"	"617"	0.23629
"PDR"	"128"	"616"	0.24666
"PDR"	"131"	"611"	0.27360
"PDR"	"131"	"643"	0.28236
"PDR"	"132"	"608"	0.29004
"C3"	"113"	"628"	0.01510
"C3"	"113"	"629"	0.01560
"C3"	"113"	"632"	0.00858
"C3"	"114"	"622"	0.00253
"C3"	"114"	"627"	0.00230
"C3"	"115"	"622"	0.00113
"C3"	"116"	"622"	0.04149
"C3"	"117"	"621"	0.04304
"C3"	"117"	"622"	0.04779
"C3"	"117"	"623"	0.06241
"C3"	"118"	"621"	0.05290
"C3"	"118"	"622"	0.05439
"C3"	"124"	"619"	0.01976
"C3"	"127"	"617"	0.04943
"C3"	"128"	"616"	0.05913
"C3"	"131"	"611"	0.08783
"C3"	"131"	"643"	0.09470
"C3"	"132"	"608"	0.10220
"C4"	"124"	"619"	0.01368
"C4"	"127"	"617"	0.03899
"C4"	"128"	"616"	0.05106
"C4"	"131"	"611"	0.10360
"C4"	"131"	"643"	0.07155
"C4"	"132"	"608"	0.09066
