*file,reg,variable,year,val
SSP1p_20Wp_BIOD2,ANZ,ESHI,2100,2.161946797
SSP1p_20Wp_BIOD2,NAM,ESHI,2100,1.514662376
SSP1p_20Wp_BIOD2,OAM,ESHI,2100,1.387467651
SSP1p_20Wp_BIOD2,AME,ESHI,2100,1.60772313
SSP1p_20Wp_BIOD2,SAS,ESHI,2100,1.435973058
SSP1p_20Wp_BIOD2,WLD,ESHI,2100,1.478735422
SSP1p_20Wp_BIOD2,EUE,ESHI,2100,0.90396197
SSP1p_20Wp_BIOD2,CAN,RLI,2100,0.945901639
SSP1p_20Wp_BIOD2,USA,RLI,2100,0.921235521
SSP1p_20Wp_BIOD2,BRA,RLI,2100,0.985106383
SSP1p_20Wp_BIOD2,OSA,RLI,2100,0.969521411
SSP1p_20Wp_BIOD2,FSU,RLI,2100,0.879598662
SSP1p_20Wp_BIOD2,EUR,RLI,2100,0.804166667
SSP1p_20Wp_BIOD2,MEN,RLI,2100,0.883261803
SSP1p_20Wp_BIOD2,SSA,RLI,2100,0.965721997
SSP1p_20Wp_BIOD2,CHN,RLI,2100,0.954744526
SSP1p_20Wp_BIOD2,IND,RLI,2100,0.952272727
SSP1p_20Wp_BIOD2,SEA,RLI,2100,0.976432079
SSP1p_20Wp_BIOD2,OAS,RLI,2100,0.958333333
SSP1p_20Wp_BIOD2,ANZ,RLI,2100,0.92972973
SSP1p_20Wp_BIOD2,NAM,RLI,2100,0.926235741
SSP1p_20Wp_BIOD2,OAM,RLI,2100,0.972978959
SSP1p_20Wp_BIOD2,AME,RLI,2100,0.955902004
SSP1p_20Wp_BIOD2,SAS,RLI,2100,0.966788767
SSP1p_20Wp_BIOD2,WLD,RLI,2100,0.9584242
SSP1p_20Wp_BIOD2,EUE,RLI,2100,0.789928058
SSP1p_20Wp_BIOD2,CAN,NSpeciesExtinctAtFirstYear,2100,4
SSP1p_20Wp_BIOD2,USA,NSpeciesExtinctAtFirstYear,2100,14
SSP1p_20Wp_BIOD2,BRA,NSpeciesExtinctAtFirstYear,2100,6
SSP1p_20Wp_BIOD2,OSA,NSpeciesExtinctAtFirstYear,2100,24
SSP1p_20Wp_BIOD2,FSU,NSpeciesExtinctAtFirstYear,2100,30
SSP1p_20Wp_BIOD2,EUR,NSpeciesExtinctAtFirstYear,2100,8
SSP1p_20Wp_BIOD2,MEN,NSpeciesExtinctAtFirstYear,2100,27
SSP1p_20Wp_BIOD2,SSA,NSpeciesExtinctAtFirstYear,2100,25
SSP1p_20Wp_BIOD2,CHN,NSpeciesExtinctAtFirstYear,2100,15
SSP1p_20Wp_BIOD2,IND,NSpeciesExtinctAtFirstYear,2100,5
SSP1p_20Wp_BIOD2,SEA,NSpeciesExtinctAtFirstYear,2100,8
SSP1p_20Wp_BIOD2,OAS,NSpeciesExtinctAtFirstYear,2100,7
SSP1p_20Wp_BIOD2,ANZ,NSpeciesExtinctAtFirstYear,2100,13
SSP1p_20Wp_BIOD2,NAM,NSpeciesExtinctAtFirstYear,2100,14
SSP1p_20Wp_BIOD2,OAM,NSpeciesExtinctAtFirstYear,2100,24
SSP1p_20Wp_BIOD2,AME,NSpeciesExtinctAtFirstYear,2100,39
SSP1p_20Wp_BIOD2,SAS,NSpeciesExtinctAtFirstYear,2100,23
SSP1p_20Wp_BIOD2,WLD,NSpeciesExtinctAtFirstYear,2100,110
SSP1p_20Wp_BIOD2,EUE,NSpeciesExtinctAtFirstYear,2100,7
SSP1p_20Wp_BIOD2,CAN,NPotSpeciesInRegion,2100,122
SSP1p_20Wp_BIOD2,USA,NPotSpeciesInRegion,2100,259
SSP1p_20Wp_BIOD2,BRA,NPotSpeciesInRegion,2100,470
SSP1p_20Wp_BIOD2,OSA,NPotSpeciesInRegion,2100,794
SSP1p_20Wp_BIOD2,FSU,NPotSpeciesInRegion,2100,299
SSP1p_20Wp_BIOD2,EUR,NPotSpeciesInRegion,2100,144
SSP1p_20Wp_BIOD2,MEN,NPotSpeciesInRegion,2100,233
SSP1p_20Wp_BIOD2,SSA,NPotSpeciesInRegion,2100,741
SSP1p_20Wp_BIOD2,CHN,NPotSpeciesInRegion,2100,411
SSP1p_20Wp_BIOD2,IND,NPotSpeciesInRegion,2100,264
SSP1p_20Wp_BIOD2,SEA,NPotSpeciesInRegion,2100,611
SSP1p_20Wp_BIOD2,OAS,NPotSpeciesInRegion,2100,288
SSP1p_20Wp_BIOD2,ANZ,NPotSpeciesInRegion,2100,185
SSP1p_20Wp_BIOD2,NAM,NPotSpeciesInRegion,2100,263
SSP1p_20Wp_BIOD2,OAM,NPotSpeciesInRegion,2100,903
SSP1p_20Wp_BIOD2,AME,NPotSpeciesInRegion,2100,898
SSP1p_20Wp_BIOD2,SAS,NPotSpeciesInRegion,2100,819
SSP1p_20Wp_BIOD2,WLD,NPotSpeciesInRegion,2100,2843
SSP1p_20Wp_BIOD2,EUE,NPotSpeciesInRegion,2100,139
SSP1p_20Wp_NoCC,CAN,ESHI,2005,1
SSP1p_20Wp_NoCC,USA,ESHI,2005,1
SSP1p_20Wp_NoCC,BRA,ESHI,2005,1
SSP1p_20Wp_NoCC,OSA,ESHI,2005,1
SSP1p_20Wp_NoCC,FSU,ESHI,2005,1
SSP1p_20Wp_NoCC,EUR,ESHI,2005,1
SSP1p_20Wp_NoCC,MEN,ESHI,2005,1
SSP1p_20Wp_NoCC,SSA,ESHI,2005,1
SSP1p_20Wp_NoCC,CHN,ESHI,2005,1
SSP1p_20Wp_NoCC,IND,ESHI,2005,1
SSP1p_20Wp_NoCC,SEA,ESHI,2005,1
SSP1p_20Wp_NoCC,OAS,ESHI,2005,1
SSP1p_20Wp_NoCC,ANZ,ESHI,2005,1
SSP1p_20Wp_NoCC,NAM,ESHI,2005,1
SSP1p_20Wp_NoCC,OAM,ESHI,2005,1
SSP1p_20Wp_NoCC,AME,ESHI,2005,1
SSP1p_20Wp_NoCC,SAS,ESHI,2005,1
SSP1p_20Wp_NoCC,WLD,ESHI,2005,1
SSP1p_20Wp_NoCC,EUE,ESHI,2005,1
SSP1p_20Wp_NoCC,CAN,RLI,2005,0.960655738
SSP1p_20Wp_NoCC,USA,RLI,2005,0.908880309
SSP1p_20Wp_NoCC,BRA,RLI,2005,0.983829787
SSP1p_20Wp_NoCC,OSA,RLI,2005,0.966246851
SSP1p_20Wp_NoCC,FSU,RLI,2005,0.88361204
SSP1p_20Wp_NoCC,EUR,RLI,2005,0.930555556
SSP1p_20Wp_NoCC,MEN,RLI,2005,0.881545064
SSP1p_20Wp_NoCC,SSA,RLI,2005,0.960593792
SSP1p_20Wp_NoCC,CHN,RLI,2005,0.953284672
SSP1p_20Wp_NoCC,IND,RLI,2005,0.965151515
SSP1p_20Wp_NoCC,SEA,RLI,2005,0.976759411
SSP1p_20Wp_NoCC,OAS,RLI,2005,0.948611111
SSP1p_20Wp_NoCC,ANZ,RLI,2005,0.92
SSP1p_20Wp_NoCC,NAM,RLI,2005,0.917110266
SSP1p_20Wp_NoCC,OAM,RLI,2005,0.970099668
SSP1p_20Wp_NoCC,AME,RLI,2005,0.951224944
SSP1p_20Wp_NoCC,SAS,RLI,2005,0.964835165
SSP1p_20Wp_NoCC,WLD,RLI,2005,0.957017235
SSP1p_20Wp_NoCC,EUE,RLI,2005,0.93381295
SSP1p_20Wp_NoCC,CAN,NSpeciesExtinctAtFirstYear,2005,4
SSP1p_20Wp_NoCC,USA,NSpeciesExtinctAtFirstYear,2005,14
SSP1p_20Wp_NoCC,BRA,NSpeciesExtinctAtFirstYear,2005,6
SSP1p_20Wp_NoCC,OSA,NSpeciesExtinctAtFirstYear,2005,24
SSP1p_20Wp_NoCC,FSU,NSpeciesExtinctAtFirstYear,2005,30
SSP1p_20Wp_NoCC,EUR,NSpeciesExtinctAtFirstYear,2005,8
SSP1p_20Wp_NoCC,MEN,NSpeciesExtinctAtFirstYear,2005,27
SSP1p_20Wp_NoCC,SSA,NSpeciesExtinctAtFirstYear,2005,25
SSP1p_20Wp_NoCC,CHN,NSpeciesExtinctAtFirstYear,2005,15
SSP1p_20Wp_NoCC,IND,NSpeciesExtinctAtFirstYear,2005,5
SSP1p_20Wp_NoCC,SEA,NSpeciesExtinctAtFirstYear,2005,8
SSP1p_20Wp_NoCC,OAS,NSpeciesExtinctAtFirstYear,2005,7
SSP1p_20Wp_NoCC,ANZ,NSpeciesExtinctAtFirstYear,2005,13
SSP1p_20Wp_NoCC,NAM,NSpeciesExtinctAtFirstYear,2005,14
SSP1p_20Wp_NoCC,OAM,NSpeciesExtinctAtFirstYear,2005,24
SSP1p_20Wp_NoCC,AME,NSpeciesExtinctAtFirstYear,2005,39
SSP1p_20Wp_NoCC,SAS,NSpeciesExtinctAtFirstYear,2005,23
SSP1p_20Wp_NoCC,WLD,NSpeciesExtinctAtFirstYear,2005,110
SSP1p_20Wp_NoCC,EUE,NSpeciesExtinctAtFirstYear,2005,7
SSP1p_20Wp_NoCC,CAN,NPotSpeciesInRegion,2005,122
SSP1p_20Wp_NoCC,USA,NPotSpeciesInRegion,2005,259
SSP1p_20Wp_NoCC,BRA,NPotSpeciesInRegion,2005,470
SSP1p_20Wp_NoCC,OSA,NPotSpeciesInRegion,2005,794
SSP1p_20Wp_NoCC,FSU,NPotSpeciesInRegion,2005,299
SSP1p_20Wp_NoCC,EUR,NPotSpeciesInRegion,2005,144
SSP1p_20Wp_NoCC,MEN,NPotSpeciesInRegion,2005,233
SSP1p_20Wp_NoCC,SSA,NPotSpeciesInRegion,2005,741
SSP1p_20Wp_NoCC,CHN,NPotSpeciesInRegion,2005,411
SSP1p_20Wp_NoCC,IND,NPotSpeciesInRegion,2005,264
SSP1p_20Wp_NoCC,SEA,NPotSpeciesInRegion,2005,611
SSP1p_20Wp_NoCC,OAS,NPotSpeciesInRegion,2005,288
SSP1p_20Wp_NoCC,ANZ,NPotSpeciesInRegion,2005,185
SSP1p_20Wp_NoCC,NAM,NPotSpeciesInRegion,2005,263
SSP1p_20Wp_NoCC,OAM,NPotSpeciesInRegion,2005,903
SSP1p_20Wp_NoCC,AME,NPotSpeciesInRegion,2005,898
SSP1p_20Wp_NoCC,SAS,NPotSpeciesInRegion,2005,819
SSP1p_20Wp_NoCC,WLD,NPotSpeciesInRegion,2005,2843
SSP1p_20Wp_NoCC,EUE,NPotSpeciesInRegion,2005,139
SSP1p_20Wp_NoCC,CAN,ESHI,2010,1.00426929
SSP1p_20Wp_NoCC,USA,ESHI,2010,1.063337005
SSP1p_20Wp_NoCC,BRA,ESHI,2010,0.991394617
SSP1p_20Wp_NoCC,OSA,ESHI,2010,0.998219004
SSP1p_20Wp_NoCC,FSU,ESHI,2010,0.815193186
SSP1p_20Wp_NoCC,EUR,ESHI,2010,1.032516426
SSP1p_20Wp_NoCC,MEN,ESHI,2010,0.98684468
SSP1p_20Wp_NoCC,SSA,ESHI,2010,0.979249329
SSP1p_20Wp_NoCC,CHN,ESHI,2010,1.02800701
SSP1p_20Wp_NoCC,IND,ESHI,2010,0.971397874
SSP1p_20Wp_NoCC,SEA,ESHI,2010,1.001286668
SSP1p_20Wp_NoCC,OAS,ESHI,2010,0.988764378
SSP1p_20Wp_NoCC,ANZ,ESHI,2010,1.001791392
SSP1p_20Wp_NoCC,NAM,ESHI,2010,1.037210876
SSP1p_20Wp_NoCC,OAM,ESHI,2010,0.995433424
SSP1p_20Wp_NoCC,AME,ESHI,2010,0.979707968
SSP1p_20Wp_NoCC,SAS,ESHI,2010,1.00199764
SSP1p_20Wp_NoCC,WLD,ESHI,2010,0.987286196
SSP1p_20Wp_NoCC,EUE,ESHI,2010,1.032250054
SSP1p_20Wp_NoCC,CAN,RLI,2010,0.960655738
SSP1p_20Wp_NoCC,USA,RLI,2010,0.908880309
SSP1p_20Wp_NoCC,BRA,RLI,2010,0.978723404
SSP1p_20Wp_NoCC,OSA,RLI,2010,0.964735516
SSP1p_20Wp_NoCC,FSU,RLI,2010,0.751839465
SSP1p_20Wp_NoCC,EUR,RLI,2010,0.927777778
SSP1p_20Wp_NoCC,MEN,RLI,2010,0.880686695
SSP1p_20Wp_NoCC,SSA,RLI,2010,0.954925776
SSP1p_20Wp_NoCC,CHN,RLI,2010,0.953284672
SSP1p_20Wp_NoCC,IND,RLI,2010,0.954545455
SSP1p_20Wp_NoCC,SEA,RLI,2010,0.969885434
SSP1p_20Wp_NoCC,OAS,RLI,2010,0.935416667
SSP1p_20Wp_NoCC,ANZ,RLI,2010,0.912432432
SSP1p_20Wp_NoCC,NAM,RLI,2010,0.915589354
SSP1p_20Wp_NoCC,OAM,RLI,2010,0.96854928
SSP1p_20Wp_NoCC,AME,RLI,2010,0.946547884
SSP1p_20Wp_NoCC,SAS,RLI,2010,0.96019536
SSP1p_20Wp_NoCC,WLD,RLI,2010,0.951319029
SSP1p_20Wp_NoCC,EUE,RLI,2010,0.932374101
SSP1p_20Wp_NoCC,CAN,NSpeciesExtinctAtFirstYear,2010,4
SSP1p_20Wp_NoCC,USA,NSpeciesExtinctAtFirstYear,2010,14
SSP1p_20Wp_NoCC,BRA,NSpeciesExtinctAtFirstYear,2010,6
SSP1p_20Wp_NoCC,OSA,NSpeciesExtinctAtFirstYear,2010,24
SSP1p_20Wp_NoCC,FSU,NSpeciesExtinctAtFirstYear,2010,30
SSP1p_20Wp_NoCC,EUR,NSpeciesExtinctAtFirstYear,2010,8
SSP1p_20Wp_NoCC,MEN,NSpeciesExtinctAtFirstYear,2010,27
SSP1p_20Wp_NoCC,SSA,NSpeciesExtinctAtFirstYear,2010,25
SSP1p_20Wp_NoCC,CHN,NSpeciesExtinctAtFirstYear,2010,15
SSP1p_20Wp_NoCC,IND,NSpeciesExtinctAtFirstYear,2010,5
SSP1p_20Wp_NoCC,SEA,NSpeciesExtinctAtFirstYear,2010,8
SSP1p_20Wp_NoCC,OAS,NSpeciesExtinctAtFirstYear,2010,7
SSP1p_20Wp_NoCC,ANZ,NSpeciesExtinctAtFirstYear,2010,13
SSP1p_20Wp_NoCC,NAM,NSpeciesExtinctAtFirstYear,2010,14
SSP1p_20Wp_NoCC,OAM,NSpeciesExtinctAtFirstYear,2010,24
SSP1p_20Wp_NoCC,AME,NSpeciesExtinctAtFirstYear,2010,39
SSP1p_20Wp_NoCC,SAS,NSpeciesExtinctAtFirstYear,2010,23
SSP1p_20Wp_NoCC,WLD,NSpeciesExtinctAtFirstYear,2010,110
SSP1p_20Wp_NoCC,EUE,NSpeciesExtinctAtFirstYear,2010,7
SSP1p_20Wp_NoCC,CAN,NPotSpeciesInRegion,2010,122
SSP1p_20Wp_NoCC,USA,NPotSpeciesInRegion,2010,259
SSP1p_20Wp_NoCC,BRA,NPotSpeciesInRegion,2010,470
SSP1p_20Wp_NoCC,OSA,NPotSpeciesInRegion,2010,794
SSP1p_20Wp_NoCC,FSU,NPotSpeciesInRegion,2010,299
SSP1p_20Wp_NoCC,EUR,NPotSpeciesInRegion,2010,144
SSP1p_20Wp_NoCC,MEN,NPotSpeciesInRegion,2010,233
SSP1p_20Wp_NoCC,SSA,NPotSpeciesInRegion,2010,741
SSP1p_20Wp_NoCC,CHN,NPotSpeciesInRegion,2010,411
SSP1p_20Wp_NoCC,IND,NPotSpeciesInRegion,2010,264
SSP1p_20Wp_NoCC,SEA,NPotSpeciesInRegion,2010,611
SSP1p_20Wp_NoCC,OAS,NPotSpeciesInRegion,2010,288
SSP1p_20Wp_NoCC,ANZ,NPotSpeciesInRegion,2010,185
SSP1p_20Wp_NoCC,NAM,NPotSpeciesInRegion,2010,263
SSP1p_20Wp_NoCC,OAM,NPotSpeciesInRegion,2010,903
SSP1p_20Wp_NoCC,AME,NPotSpeciesInRegion,2010,898
SSP1p_20Wp_NoCC,SAS,NPotSpeciesInRegion,2010,819
SSP1p_20Wp_NoCC,WLD,NPotSpeciesInRegion,2010,2843
SSP1p_20Wp_NoCC,EUE,NPotSpeciesInRegion,2010,139
SSP1p_20Wp_NoCC,CAN,ESHI,2020,1.002039816
SSP1p_20Wp_NoCC,USA,ESHI,2020,1.069531188
SSP1p_20Wp_NoCC,BRA,ESHI,2020,0.980292592
SSP1p_20Wp_NoCC,OSA,ESHI,2020,0.994477594
SSP1p_20Wp_NoCC,FSU,ESHI,2020,0.84007114
SSP1p_20Wp_NoCC,EUR,ESHI,2020,1.064818746
SSP1p_20Wp_NoCC,MEN,ESHI,2020,0.99496925
SSP1p_20Wp_NoCC,SSA,ESHI,2020,0.938803523
SSP1p_20Wp_NoCC,CHN,ESHI,2020,1.08615223
SSP1p_20Wp_NoCC,IND,ESHI,2020,0.932886655
SSP1p_20Wp_NoCC,SEA,ESHI,2020,1.003216127
SSP1p_20Wp_NoCC,OAS,ESHI,2020,0.985196719
SSP1p_20Wp_NoCC,ANZ,ESHI,2020,1.005249632
SSP1p_20Wp_NoCC,NAM,ESHI,2020,1.037328492
SSP1p_20Wp_NoCC,OAM,ESHI,2020,0.987984638
SSP1p_20Wp_NoCC,AME,ESHI,2020,0.947761896
SSP1p_20Wp_NoCC,SAS,ESHI,2020,1.01257426
SSP1p_20Wp_NoCC,WLD,ESHI,2020,0.978266753
SSP1p_20Wp_NoCC,EUE,ESHI,2020,1.06405002
SSP1p_20Wp_NoCC,CAN,RLI,2020,0.960655738
SSP1p_20Wp_NoCC,USA,RLI,2020,0.898069498
SSP1p_20Wp_NoCC,BRA,RLI,2020,0.978297872
SSP1p_20Wp_NoCC,OSA,RLI,2020,0.962468514
SSP1p_20Wp_NoCC,FSU,RLI,2020,0.793311037
SSP1p_20Wp_NoCC,EUR,RLI,2020,0.930555556
SSP1p_20Wp_NoCC,MEN,RLI,2020,0.881545064
SSP1p_20Wp_NoCC,SSA,RLI,2020,0.941160594
SSP1p_20Wp_NoCC,CHN,RLI,2020,0.951824818
SSP1p_20Wp_NoCC,IND,RLI,2020,0.938636364
SSP1p_20Wp_NoCC,SEA,RLI,2020,0.97512275
SSP1p_20Wp_NoCC,OAS,RLI,2020,0.947222222
SSP1p_20Wp_NoCC,ANZ,RLI,2020,0.912432432
SSP1p_20Wp_NoCC,NAM,RLI,2020,0.905703422
SSP1p_20Wp_NoCC,OAM,RLI,2020,0.966334441
SSP1p_20Wp_NoCC,AME,RLI,2020,0.93518931
SSP1p_20Wp_NoCC,SAS,RLI,2020,0.961416361
SSP1p_20Wp_NoCC,WLD,RLI,2020,0.948153359
SSP1p_20Wp_NoCC,EUE,RLI,2020,0.935251799
SSP1p_20Wp_NoCC,CAN,NSpeciesExtinctAtFirstYear,2020,4
SSP1p_20Wp_NoCC,USA,NSpeciesExtinctAtFirstYear,2020,14
SSP1p_20Wp_NoCC,BRA,NSpeciesExtinctAtFirstYear,2020,6
SSP1p_20Wp_NoCC,OSA,NSpeciesExtinctAtFirstYear,2020,24
SSP1p_20Wp_NoCC,FSU,NSpeciesExtinctAtFirstYear,2020,30
SSP1p_20Wp_NoCC,EUR,NSpeciesExtinctAtFirstYear,2020,8
SSP1p_20Wp_NoCC,MEN,NSpeciesExtinctAtFirstYear,2020,27
SSP1p_20Wp_NoCC,SSA,NSpeciesExtinctAtFirstYear,2020,25
SSP1p_20Wp_NoCC,CHN,NSpeciesExtinctAtFirstYear,2020,15
SSP1p_20Wp_NoCC,IND,NSpeciesExtinctAtFirstYear,2020,5
SSP1p_20Wp_NoCC,SEA,NSpeciesExtinctAtFirstYear,2020,8
SSP1p_20Wp_NoCC,OAS,NSpeciesExtinctAtFirstYear,2020,7
SSP1p_20Wp_NoCC,ANZ,NSpeciesExtinctAtFirstYear,2020,13
SSP1p_20Wp_NoCC,NAM,NSpeciesExtinctAtFirstYear,2020,14
SSP1p_20Wp_NoCC,OAM,NSpeciesExtinctAtFirstYear,2020,24
SSP1p_20Wp_NoCC,AME,NSpeciesExtinctAtFirstYear,2020,39
SSP1p_20Wp_NoCC,SAS,NSpeciesExtinctAtFirstYear,2020,23
SSP1p_20Wp_NoCC,WLD,NSpeciesExtinctAtFirstYear,2020,110
SSP1p_20Wp_NoCC,EUE,NSpeciesExtinctAtFirstYear,2020,7
SSP1p_20Wp_NoCC,CAN,NPotSpeciesInRegion,2020,122
SSP1p_20Wp_NoCC,USA,NPotSpeciesInRegion,2020,259
SSP1p_20Wp_NoCC,BRA,NPotSpeciesInRegion,2020,470
SSP1p_20Wp_NoCC,OSA,NPotSpeciesInRegion,2020,794
SSP1p_20Wp_NoCC,FSU,NPotSpeciesInRegion,2020,299
SSP1p_20Wp_NoCC,EUR,NPotSpeciesInRegion,2020,144
SSP1p_20Wp_NoCC,MEN,NPotSpeciesInRegion,2020,233
SSP1p_20Wp_NoCC,SSA,NPotSpeciesInRegion,2020,741
SSP1p_20Wp_NoCC,CHN,NPotSpeciesInRegion,2020,411
SSP1p_20Wp_NoCC,IND,NPotSpeciesInRegion,2020,264
SSP1p_20Wp_NoCC,SEA,NPotSpeciesInRegion,2020,611
SSP1p_20Wp_NoCC,OAS,NPotSpeciesInRegion,2020,288
SSP1p_20Wp_NoCC,ANZ,NPotSpeciesInRegion,2020,185
SSP1p_20Wp_NoCC,NAM,NPotSpeciesInRegion,2020,263
SSP1p_20Wp_NoCC,OAM,NPotSpeciesInRegion,2020,903
SSP1p_20Wp_NoCC,AME,NPotSpeciesInRegion,2020,898
SSP1p_20Wp_NoCC,SAS,NPotSpeciesInRegion,2020,819
SSP1p_20Wp_NoCC,WLD,NPotSpeciesInRegion,2020,2843
SSP1p_20Wp_NoCC,EUE,NPotSpeciesInRegion,2020,139
SSP1p_20Wp_NoCC,CAN,ESHI,2030,0.94340697
SSP1p_20Wp_NoCC,USA,ESHI,2030,0.995573096
SSP1p_20Wp_NoCC,BRA,ESHI,2030,0.857165883
SSP1p_20Wp_NoCC,OSA,ESHI,2030,0.977325189
SSP1p_20Wp_NoCC,FSU,ESHI,2030,0.729125235
SSP1p_20Wp_NoCC,EUR,ESHI,2030,0.96574142
SSP1p_20Wp_NoCC,MEN,ESHI,2030,0.991273474
SSP1p_20Wp_NoCC,SSA,ESHI,2030,0.84752197
SSP1p_20Wp_NoCC,CHN,ESHI,2030,1.069401128
SSP1p_20Wp_NoCC,IND,ESHI,2030,0.927405473
SSP1p_20Wp_NoCC,SEA,ESHI,2030,1.012075258
SSP1p_20Wp_NoCC,OAS,ESHI,2030,0.980078894
SSP1p_20Wp_NoCC,ANZ,ESHI,2030,0.964450731
SSP1p_20Wp_NoCC,NAM,ESHI,2030,0.966598518
SSP1p_20Wp_NoCC,OAM,ESHI,2030,0.940872564
SSP1p_20Wp_NoCC,AME,ESHI,2030,0.871387726
SSP1p_20Wp_NoCC,SAS,ESHI,2030,1.010046993
SSP1p_20Wp_NoCC,WLD,ESHI,2030,0.92569307
SSP1p_20Wp_NoCC,EUE,ESHI,2030,0.959624929
SSP1p_20Wp_NoCC,CAN,RLI,2030,0.932786885
SSP1p_20Wp_NoCC,USA,RLI,2030,0.854054054
SSP1p_20Wp_NoCC,BRA,RLI,2030,0.90212766
SSP1p_20Wp_NoCC,OSA,RLI,2030,0.95440806
SSP1p_20Wp_NoCC,FSU,RLI,2030,0.687625418
SSP1p_20Wp_NoCC,EUR,RLI,2030,0.901388889
SSP1p_20Wp_NoCC,MEN,RLI,2030,0.879828326
SSP1p_20Wp_NoCC,SSA,RLI,2030,0.875573549
SSP1p_20Wp_NoCC,CHN,RLI,2030,0.942579075
SSP1p_20Wp_NoCC,IND,RLI,2030,0.949242424
SSP1p_20Wp_NoCC,SEA,RLI,2030,0.970540098
SSP1p_20Wp_NoCC,OAS,RLI,2030,0.945138889
SSP1p_20Wp_NoCC,ANZ,RLI,2030,0.904864865
SSP1p_20Wp_NoCC,NAM,RLI,2030,0.86539924
SSP1p_20Wp_NoCC,OAM,RLI,2030,0.937320044
SSP1p_20Wp_NoCC,AME,RLI,2030,0.881737194
SSP1p_20Wp_NoCC,SAS,RLI,2030,0.957509158
SSP1p_20Wp_NoCC,WLD,RLI,2030,0.91565248
SSP1p_20Wp_NoCC,EUE,RLI,2030,0.900719424
SSP1p_20Wp_NoCC,CAN,NSpeciesExtinctAtFirstYear,2030,4
SSP1p_20Wp_NoCC,USA,NSpeciesExtinctAtFirstYear,2030,14
SSP1p_20Wp_NoCC,BRA,NSpeciesExtinctAtFirstYear,2030,6
SSP1p_20Wp_NoCC,OSA,NSpeciesExtinctAtFirstYear,2030,24
SSP1p_20Wp_NoCC,FSU,NSpeciesExtinctAtFirstYear,2030,30
SSP1p_20Wp_NoCC,EUR,NSpeciesExtinctAtFirstYear,2030,8
SSP1p_20Wp_NoCC,MEN,NSpeciesExtinctAtFirstYear,2030,27
SSP1p_20Wp_NoCC,SSA,NSpeciesExtinctAtFirstYear,2030,25
SSP1p_20Wp_NoCC,CHN,NSpeciesExtinctAtFirstYear,2030,15
SSP1p_20Wp_NoCC,IND,NSpeciesExtinctAtFirstYear,2030,5
SSP1p_20Wp_NoCC,SEA,NSpeciesExtinctAtFirstYear,2030,8
SSP1p_20Wp_NoCC,OAS,NSpeciesExtinctAtFirstYear,2030,7
SSP1p_20Wp_NoCC,ANZ,NSpeciesExtinctAtFirstYear,2030,13
SSP1p_20Wp_NoCC,NAM,NSpeciesExtinctAtFirstYear,2030,14
SSP1p_20Wp_NoCC,OAM,NSpeciesExtinctAtFirstYear,2030,24
SSP1p_20Wp_NoCC,AME,NSpeciesExtinctAtFirstYear,2030,39
SSP1p_20Wp_NoCC,SAS,NSpeciesExtinctAtFirstYear,2030,23
SSP1p_20Wp_NoCC,WLD,NSpeciesExtinctAtFirstYear,2030,110
SSP1p_20Wp_NoCC,EUE,NSpeciesExtinctAtFirstYear,2030,7
SSP1p_20Wp_NoCC,CAN,NPotSpeciesInRegion,2030,122
SSP1p_20Wp_NoCC,USA,NPotSpeciesInRegion,2030,259
SSP1p_20Wp_NoCC,BRA,NPotSpeciesInRegion,2030,470
SSP1p_20Wp_NoCC,OSA,NPotSpeciesInRegion,2030,794
SSP1p_20Wp_NoCC,FSU,NPotSpeciesInRegion,2030,299
SSP1p_20Wp_NoCC,EUR,NPotSpeciesInRegion,2030,144
SSP1p_20Wp_NoCC,MEN,NPotSpeciesInRegion,2030,233
SSP1p_20Wp_NoCC,SSA,NPotSpeciesInRegion,2030,741
SSP1p_20Wp_NoCC,CHN,NPotSpeciesInRegion,2030,411
SSP1p_20Wp_NoCC,IND,NPotSpeciesInRegion,2030,264
SSP1p_20Wp_NoCC,SEA,NPotSpeciesInRegion,2030,611
SSP1p_20Wp_NoCC,OAS,NPotSpeciesInRegion,2030,288
SSP1p_20Wp_NoCC,ANZ,NPotSpeciesInRegion,2030,185
SSP1p_20Wp_NoCC,NAM,NPotSpeciesInRegion,2030,263
SSP1p_20Wp_NoCC,OAM,NPotSpeciesInRegion,2030,903
SSP1p_20Wp_NoCC,AME,NPotSpeciesInRegion,2030,898
SSP1p_20Wp_NoCC,SAS,NPotSpeciesInRegion,2030,819
SSP1p_20Wp_NoCC,WLD,NPotSpeciesInRegion,2030,2843
SSP1p_20Wp_NoCC,EUE,NPotSpeciesInRegion,2030,139
SSP1p_20Wp_NoCC,CAN,ESHI,2040,0.963219526
SSP1p_20Wp_NoCC,USA,ESHI,2040,0.994212669
SSP1p_20Wp_NoCC,BRA,ESHI,2040,0.8657242
SSP1p_20Wp_NoCC,OSA,ESHI,2040,0.971315687
SSP1p_20Wp_NoCC,FSU,ESHI,2040,0.778853581
SSP1p_20Wp_NoCC,EUR,ESHI,2040,0.995964089
SSP1p_20Wp_NoCC,MEN,ESHI,2040,1.014104226
SSP1p_20Wp_NoCC,SSA,ESHI,2040,0.838619481
SSP1p_20Wp_NoCC,CHN,ESHI,2040,1.092799991
SSP1p_20Wp_NoCC,IND,ESHI,2040,0.932441694
SSP1p_20Wp_NoCC,SEA,ESHI,2040,1.025437336
